in_sample_30,judge_relevance,Key,DOI,Year,Venue,Title,MeSH_terms,Abstract_excerpt
,,SLXHZBVV,10.1016/s0929-8266(01)00153-7,2001,European journal of ultrasound : official journal of the European Federation of Societies for Ultrasound in Medicine and Biology,Correlation of abdominal fat accumulation and liver steatosis: importance of ultrasonographic and anthropometric measurements.,"Anthropometry; Humans; Adult; Female; Statistics, Nonparametric; Ultrasonography; Abdomen/*diagnostic imaging/pathology; Adipose Tissue/*diagnostic imaging/pathology; Fatty Liver/complications/*diagnostic imaging/pathology; Obesity/complications/*diagnostic imaging/pathology","PURPOSE: This study has two objectives: (1) using ultrasound (US) as a tool for measuring subcutaneous (S) and intra-abdominal; preperitoneal (P) and visceral  (V) fat thickness. (2) Assessing the relationship between selected  anthropometrical variables and US-measured S, P and V fat also evaluating the  contribution of abdominal fat accumulation in development of liver steatosis.  METHODS AND MA"
,,59FH3376,10.1007/s00221-018-5176-8,2018,Experimental brain research,Congenital blindness limits allocentric to egocentric switching ability.,Humans; Spatial memory; Adult; Female; Male; Middle Aged; Distance Perception/physiology; Space Perception/*physiology; Spatial Memory/*physiology; Blindfolded sighted; Blindness/congenital/*physiopathology; Congenitally blindness; Egocentric–allocentric reference frames; Resource demanding process; Switching ability,"Many everyday spatial activities require the cooperation or switching between egocentric (subject-to-object) and allocentric (object-to-object) spatial  representations. The literature on blind people has reported that the lack of  vision (congenital blindness) may limit the capacity to represent allocentric  spatial information. However, research has mainly focused on the selective  involvement o"
,,TDPVJ89L,10.1039/d2cp00892k,2022,Physical chemistry chemical physics : PCCP,Simulating the solvation structure of low- and high-spin [Fe(bpy)(3)](2+): long-range dispersion and many-body effects.,,"When characterizing transition metal complexes and their functionalities, the importance of including the solvent as an active participant is becoming more and  more apparent. Whereas many studies have evaluated long-range dispersion effects  inside organic molecules and organometallics, less is known about their role in  solvation. Here, we have analysed the components within solute-solvent and  "
,,ESCGQC48,10.1016/j.actpsy.2019.04.003,2019,Acta psychologica,Interactor's body shape does not affect visuo-motor interference effects during motor coordination.,Humans; Human body shape; Adult; Female; Male; Biomechanical Phenomena; Body Size/physiology; Movement/physiology; Visual Perception/*physiology; Psychomotor Performance/*physiology; Photic Stimulation/*methods; Bayes Theorem; *Human Body; Hand Strength/*physiology; Imitative Behavior/*physiology; On-line motor coordination; Visuo-motor interference,"The biological-tuning of the Action Observation Network is highly debated. A current open question relates to whether the morphological appearance (body  shape) and/or the biological motion of the observed agent triggers action  simulation processes. Motor simulation of the partner's action is critical for  motor interactions, where two partners coordinate their actions in space and  time. It supp"
,,Z9989MEX,10.1152/advan.00026.2021,2022,Advances in physiology education,Mississippi INBRE Outreach Scholars program: adapting a summer scholars program to the virtual world amidst the COVID-19 pandemic.,Virtual Reality; Humans; Surveys and Questionnaires; Students; *Pandemics; Biological Science Disciplines; Biomedical Research/*education/standards; Community-Institutional Relations; COVID-19/*epidemiology; health disparities; Healthcare Disparities; INBRE; Mississippi; Program Evaluation/methods; student experience; undergraduate research,The Mississippi IDeA Networks of Biomedical Research Excellence (INBRE) supported by the National Institute of General Medical Sciences (Grant P20GM103476)  launched the new Mississippi INBRE Outreach Scholars (MIOS) summer research  program in 2019. The program was designed to offer students community outreach  and research experiences related to the study of behavioral and health  disparities li
,,9HXF5BSE,10.1177/17470218211056772,2022,Quarterly journal of experimental psychology (2006),How ageing and blindness affect egocentric and allocentric spatial memory.,spatial memory; Blindness; Humans; Aging; blindness; Cross-Sectional Studies; Aged; *Space Perception; Egocentric–allocentric reference frames; *Spatial Memory; ageing; congenitally and adventitiously blind,"Egocentric (subject-to-object) and allocentric (object-to-object) spatial reference frames are fundamental for representing the position of objects or  places around us. The literature on spatial cognition in blind people has shown  that lack of vision may limit the ability to represent spatial information in an  allocentric rather than egocentric way. Furthermore, much research with sighted  indi"
Y,,FBNCRUME,10.1128/aac.39.5.1101,1995,Antimicrobial agents and chemotherapy,Pharmacokinetics of dapsone in human immunodeficiency virus-infected children.,"Humans; Female; Male; Child; Child, Preschool; Infant; Aging/metabolism; Anti-Infective Agents/pharmacokinetics; Dapsone/administration & dosage/analogs & derivatives/blood/*pharmacokinetics; Half-Life; HIV Infections/*metabolism; Pneumonia, Pneumocystis/prevention & control","Dapsone, administered at various doses and schedules, has been proven to be a safe and effective alternative to trimethoprim-sulfamethoxazole for prevention of  Pneumocystis carinii pneumonia (PCP) in adults with human immunodeficiency virus  (HIV) infection. Dapsone is also recommended by the Centers for Disease Control  for PCP prophylaxis in HIV-infected children. However, the suggested dosage "
,,4E82QNM8,10.1016/j.brat.2018.04.001,2018,Behaviour research and therapy,"Preoccupation with shape or weight, fear of weight gain, feeling fat and treatment outcomes in patients with anorexia nervosa: A longitudinal study.",Humans; Body image; Adult; Female; Young Adult; Male; Body Image/*psychology; *Self Concept; Treatment Outcome; Longitudinal Studies; *Emotions; Cognitive Behavioral Therapy; Anorexia Nervosa/*psychology/therapy; Anxiety/*psychology; Cognitive behavioural therapy; Fear of weight gain; Fear/*psychology; Feeling fat; Inpatient treatment; Preoccupation with shape or weight; Social Adjustment; Weight Gain/physiology,"OBJECTIVE: The study aimed to evaluate the trajectories of change over time in body-image concern components in patients with anorexia nervosa treated by means  of intensive enhanced cognitive behavioural therapy. Moreover, it aimed to study  the role of body-image concern components in changes in eating and general  psychopathology as well as work and social functioning. METHOD: Sixty-six adult  "
,,ICM92U32,10.1002/jcu.10129,2003,Journal of clinical ultrasound : JCU,Sonographic assessment of changes in thickness of different abdominal fat layers in response to diet in obese women.,"Anthropometry; Humans; Adult; Female; Ultrasonography; *Diet, Reducing; Abdomen/*diagnostic imaging; Adipose Tissue/*diagnostic imaging; Obesity/*diagnostic imaging/diet therapy","PURPOSE: We evaluated the potential application of sonography to monitor alterations in abdominal fat thickness in obese women before and after dieting.  METHODS: This study included 40 obese women (mean age, 42.2 +/- 9.4 years; mean  body mass index [BMI], 36.0 +/- 5.9 kg/m2) who underwent a 3-month low-calorie  diet. Height, weight, waist circumference (WC), and hip circumference (HC) were  meas"
,,ZKQAWKN6,10.1186/s12864-017-3610-0,2017,BMC genomics,Genetic diversity and signatures of selection in various goat breeds revealed by genome-wide SNP markers.,"Animals; *Genetic Variation; *Genome; Capra hircus; Ear/anatomy & histology/physiology; F-statistics; Gene Frequency; Genome-Wide Association Study; Genotype; Goats/*genetics; hapFLK; Heterozygote; Homozygote; Phenotype; Polymorphism, Single Nucleotide; Selection, Genetic; Selective sweep; SNP","BACKGROUND: The detection of signatures of selection has the potential to elucidate the identities of genes and mutations associated with phenotypic traits  important for livestock species. It is also very relevant to investigate the  levels of genetic diversity of a population, as genetic diversity represents the  raw material essential for breeding and has practical implications for  implementat"
Y,,2Y5L5RM7,10.1111/joor.70033,2025,Journal of oral rehabilitation,Correlation and Development of A Maximum Bite Force Prediction Model Based on Handgrip Force and BMI in Young Healthy Adults.,BMI; Humans; Adult; Female; Young Adult; Male; Cross-Sectional Studies; Healthy Volunteers; Sex Factors; *Body Mass Index; *Hand Strength/physiology; *Bite Force; handgrip force; laterality correlation; maximum bite force; predictive modelling,"OBJECTIVES: To examine the associations among handgrip force (HF), maximum bite force (MBF) and body mass index (BMI) in individuals of the same age group across  both genders. It also explores the laterality correlation between MBF and HF.  Furthermore, to establish a simple approach for clinical MBF assessment, we aimed  to develop a predictive model for MBF. METHODS: In this cross-sectional stu"
Y,,6H8CZXSI,10.5423/ppj.oa.09.2015.0194,2016,The plant pathology journal,Principal Component Analysis and Molecular Characterization of Reniform Nematode Populations in Alabama.,principal component analysis; reniform nematode; variation,"U.S. cotton production is suffering from the yield loss caused by the reniform nematode (RN), Rotylenchulus reniformis. Management of this devastating pest is  of utmost importance because, no upland cotton cultivar exhibits adequate  resistance to RN. Nine populations of RN from distinct regions in Alabama and one  population from Mississippi were studied and thirteen morphometric features were  "
,,X8RQDJBV,10.3390/cancers13225617,2021,Cancers,Experimental Validation of the MRcollar: An MR Compatible Applicator for Deep Heating in the Head and Neck Region.,hyperthermia; microwave hyperthermia; MR thermometry; MRI guided interventions,"Clinical effectiveness of hyperthermia treatments, in which tumor tissue is artificially heated to 40-44 °C for 60-90 min, can be hampered by a lack of  accurate temperature monitoring. The need for noninvasive temperature monitoring  in the head and neck region (H&N) and the potential of MR thermometry prompt us  to design an MR compatible hyperthermia applicator: the MRcollar. In this work,  we "
,,25CZMUYA,10.1016/j.psychres.2007.07.028,2008,Psychiatry research,Personality dimensions and treatment drop-outs among eating disorder patients treated with cognitive behavior therapy.,"Anthropometry; Humans; Adolescent; Adult; Female; Male; Body Mass Index; Middle Aged; Cognitive Behavioral Therapy/*methods; Personality Inventory; Survival Analysis; Educational Status; Character; Day Care, Medical/statistics & numerical data; Divorce/statistics & numerical data; Family Conflict/psychology; Feeding and Eating Disorders/diagnosis/psychology/*therapy; Hospitalization/statistics & numerical data; Manuals as Topic; Patient Dropouts/*statistics & numerical data; Personality Assessment; Personality/*classification; Prevalence; Temperament/classification","Premature, unilateral interruption of inpatient treatment of eating disorders (ED) is a key factor limiting success. We evaluated the role of personality  dimensions (temperament and character) in predicting drop-out in 145 consecutive  ED inpatients (133 females) who entered cognitive behavior therapy. Baseline  assessment included anthropometry, the Eating Disorder Examination, the Beck  Depress"
,,3KCMZ5EN,10.1152/jn.00762.2018,2019,Journal of neurophysiology,A critical time window for recovery extends beyond one-year post-stroke.,"virtual reality; Humans; neurorehabilitation; Female; Male; Movement; Aged; Middle Aged; Aged, 80 and over; Stroke Rehabilitation/*methods; *Recovery of Function; motor recovery; Neuronal Plasticity; neuroplasticity; Paresis/*physiopathology/rehabilitation; stroke recovery; Time","The impact of rehabilitation on post-stroke motor recovery and its dependency on the patient's chronicity remain unclear. The field has widely accepted the notion  of a proportional recovery rule with a ""critical window for recovery"" within the  first 3-6 mo poststroke. This hypothesis justifies the general cessation of  physical therapy at chronic stages. However, the limits of this critical wind"
,,HINJEMKZ,10.1038/s41598-025-11122-7,2025,Scientific reports,Cognitive load in switching between egocentric and allocentric spatial frames of reference: a pupillometry study.,Cognitive load; Humans; Adult; Female; Young Adult; Male; *Space Perception/physiology; *Spatial Memory/physiology; *Cognition/physiology; *Pupil/physiology; Egocentric allocentric frames of reference; Pupillometry; Visuo-spatial switching processes,"Every day we combine and switch between body-centered (egocentric) and object-centered (allocentric) spatial representations. Several studies so far  have reported a greater difficulty to switch from an allocentric reference frame  to an egocentric one than vice-versa. To clarify this effect, the present work  measured the cognitive load underlying switching vs. non-switching processes  between re"
,,Q9M2MNAX,10.1118/1.4961744,2016,Medical physics,Technical Note: Multicenter study of TrueBeam FFF beams with a new stereotactic diode: Can a common small field signal ratio curve be defined?,Electrodes; Uncertainty; Radiometry; Radiosurgery/instrumentation/*methods,"PURPOSE: Small radiation fields (<30 mm) are typically involved in stereotactic body radiation therapy procedures. Output factor measurements are subjected to  large uncertainties. The signal ratio (SR) readings, defined as the ratio of  central axis reading, respectively, in the actual field size and in the reference  field size, were evaluated in several centers and a common mathematical  descri"
,,8BGNQJWR,10.1111/cob.12112,2015,Clinical obesity,"Personality, attrition and weight loss in treatment seeking women with obesity.",personality; Humans; Adult; Female; obesity; Body Mass Index; Middle Aged; *Patient Dropouts; *Personality; *Weight Loss; Attrition; Feeding and Eating Disorders/complications/psychology; Lost to Follow-Up; Obesity/complications/*psychology/*therapy; Temperament; weight loss,Studies on small samples or in single units applying specific treatment programmes found an association between some personality traits and attrition and  weight loss in individuals treated for obesity. We aimed to investigate whether  pre-treatment personality traits were associated with weight loss outcomes in the  general population of women with obesity. Attrition and weight loss outcomes  aft
,,7DE8BBWZ,10.1016/j.jseint.2025.02.006,2025,JSES international,Psychological profiles of patients reporting with musculoskeletal shoulder or elbow pain.,Psychological distress; Fear avoidance; Musculoskeletal elbow; Musculoskeletal shoulder; Negative mood; OSPRO-YF; Positive affect; Upper extremity,BACKGROUND: The Optimal Screening for Prediction of Referral and Outcome-Yellow Flag (OSPRO-YF) is a questionnaire that helps assess multiple psychological  domains. The primary purpose of this study was to evaluate the effect of body  region (shoulder and elbow) and sex on baseline OSPRO-YF scores. The secondary  purpose was to evaluate the association of age on baseline OSPRO-YF scores for  both
,,WGESG6ID,,2003,Peritoneal dialysis international : journal of the International Society for Peritoneal Dialysis,Evaluation of nutritional status and factors related to malnutrition in children on CAPD.,"Humans; Adolescent; Female; Male; Child; Child, Preschool; *Nutritional Status; Malnutrition/blood/*etiology; Peritoneal Dialysis, Continuous Ambulatory/*adverse effects","OBJECTIVE: The aim of this study was to investigate the nutritional status of children on continuous ambulatory peritoneal dialysis (CAPD) and to relate it to  the dose of dialysis and serum levels of inflammatory cytokines and insulin-like  growth factor-1 (IGF-1). PATIENTS: 17 CAPD patients (8 girls, 9 boys; mean age  13.1 +/- 3.5 years, median 15 years) were included in the study. Anthropometri"
,,M7LT6AU9,10.1186/s12976-019-0114-4,2019,Theoretical biology & medical modelling,Development and validation of a Bayesian survival model for inclusion body myositis.,"Humans; Reproducibility of Results; Confidence Intervals; Prognosis; Models, Biological; Cohort Studies; Bayes Theorem; Survival Analysis; Bayesian model; Bridging; Chronic disease; Deglutition Disorders/complications; Inclusion body myositis; Myositis, Inclusion Body/*mortality; Rare disease; Survival modelling","BACKGROUND: Associations between disease characteristics and payer-relevant outcomes can be difficult to establish for rare and progressive chronic diseases  with sparse available data. We developed an exploratory bridging model to predict  premature mortality from disease characteristics, and using inclusion body  myositis (IBM) as a representative case study. METHODS: Candidate variables that  m"
,,N6UG3LHI,10.1002/jmri.21241,2008,Journal of magnetic resonance imaging : JMRI,Suspected chronic pancreatitis with normal MRCP: findings on MRI in correlation with secretin MRCP.,"Humans; Adolescent; Adult; Female; Male; Retrospective Studies; Aged; Middle Aged; Chi-Square Distribution; *Cholangiopancreatography, Magnetic Resonance; *Secretin; Contrast Media; Diagnosis, Differential; Gadolinium DTPA; Image Interpretation, Computer-Assisted; Pancreatitis, Chronic/*diagnosis",PURPOSE: To review pancreatic MRI findings and their relationship with estimated pancreatic exocrine function on secretin-stimulated MR cholangiopancreatography  (S-MRCP) in patients with clinically suspected chronic pancreatitis and normal  baseline MRCP findings. MATERIALS AND METHODS: MRI findings of 26 patients with  normal pancreatic duct diameter and without side branch ectasia on MRCP were 
,,YRK7ZIHD,10.1210/jc.2013-2924,2014,The Journal of clinical endocrinology and metabolism,Increased scalp hair cortisol concentrations in obese children.,Humans; Case-Control Studies; Female; Male; Child; Hair/chemistry/*metabolism; Hydrocortisone/analysis/*metabolism; Pediatric Obesity/*metabolism; Scalp/chemistry/*metabolism,"CONTEXT: Pathologically increased cortisol exposure induces obesity, but it is not known whether relatively high cortisol within the physiological range is  related to childhood obesity. OBJECTIVE: The aim of the study was to compare hair  cortisol concentrations between obese and normal-weight children. DESIGN: We  performed an observational case-control study. PARTICIPANTS: Twenty obese  childre"
,,K7ICXYZZ,10.1038/ijo.2009.105,2009,International journal of obesity (2005),Night eating syndrome in class II-III obesity: metabolic and psychopathological features.,Humans; Adult; Female; Male; Surveys and Questionnaires; Cross-Sectional Studies; Body Mass Index; Aged; Middle Aged; Energy Intake; Obesity/*psychology/therapy; Feeding and Eating Disorders/diagnosis/*psychology; Feeding Behavior/*psychology; Hyperphagia/diagnosis/*psychology; Sleep Wake Disorders/diagnosis/*psychology; Syndrome,"OBJECTIVE: To investigate the relationship of metabolic disorders and psychological features with the night eating syndrome (NES) in individuals with  moderate-to-severe obesity. DESIGN: Cross-sectional observation. SUBJECTS: A  total of 266 consecutive participants with class II-III obesity, entering an  inpatient weight loss program. MEASUREMENTS: Participants who reported consuming  either a la"
,,ZWQETIZ5,,1994,European journal of anaesthesiology,Whole body oxygen uptake is not a good indicator of liver allograft function following orthotopic liver transplantation.,"Humans; Adolescent; Adult; Middle Aged; Time Factors; Organ Size; Anesthesia, Intravenous; Aspartate Aminotransferases/blood; Constriction; Factor V/analysis; Hepatectomy; Liver Transplantation/methods/*physiology; Oxygen Consumption/*physiology; Portacaval Shunt, Surgical; Portal Vein/surgery; Prothrombin/analysis; Transplantation, Homologous; Vena Cava, Inferior/surgery",Variations of whole body oxygen uptake (VO2) have been studied during orthotopic liver transplantation. Some authors have suggested that the increase in VO2 after  revascularization of the graft could be an index of good function of the grafted  liver and thus low VO2 an early sign of primary non-function. The purpose of our  study was to assess the temporal course of measured respiratory VO2 and 
,,E7VCIKC8,10.1161/circheartfailure.125.013591,2026,Circulation. Heart failure,Prevalence and Clinical Implications of Excess Adiposity in Group 1 Pulmonary Hypertension.,"Humans; Female; Male; obesity; Body Mass Index; Aged; Middle Aged; Risk Factors; *Adiposity; Waist Circumference; Prevalence; *Hypertension, Pulmonary/physiopathology/epidemiology/diagnosis; *Obesity/epidemiology/physiopathology/diagnosis; adiposity; heart failure; hypertension, pulmonary; insulin resistance; Insulin Resistance; Pulmonary Wedge Pressure","BACKGROUND: Although obesity and insulin resistance (IR) are established risk factors for left heart dysfunction, their clinical impact in group 1 pulmonary  hypertension (PH) remains unclear. We sought to determine the impact of excess  adiposity versus IR on biventricular hemodynamic and functional reserve in group  1 PH. METHODS: Homeostasis model of insulin resistance and adiposity indices  (b"
,,E4L77N46,10.1038/sj.ijo.0803414,2007,International journal of obesity (2005),Comparison of ultrasonographic and anthropometric methods to assess body fat in childhood obesity.,"Humans; Female; Male; Child; Body Mass Index; Sex Factors; Body Size/physiology; Skinfold Thickness; Ultrasonography; Adipose Tissue/*diagnostic imaging/pathology; Anthropometry/*methods; Muscle, Skeletal/pathology; Obesity/*diagnostic imaging/pathology/physiopathology; Waist-Hip Ratio",BACKGROUND: Pattern of fat distribution rather than obesity is of importance for cardiovascular morbidity and mortality. The accurate measurement of total and  regional fat mass requires sophisticated and often expensive methods that have  limited applicability in the clinical setting. OBJECTIVE: The aim of this study  is to evaluate body fat distributions by ultrasound (US) as a gold standard  me
,,ITYNH3TL,10.4103/jrms.jrms_300_22,2023,Journal of research in medical sciences : the official journal of Isfahan University of Medical Sciences,Nonpharmacological interventions and outcomes in the management of complications of human T-cell lymphotropic virus type 1-related myelopathy/tropical spastic  paraparesis: A systematic review.,systematic review; Human T-cell lymph tropic virus type 1; human T-cell lymph tropic virus type 1-related myelopathy; tropical spastic myelopathy,"BACKGROUND: Human T-cell lymph tropic virus type 1 (HTLV-I)-related myelopathy/tropical spastic paraparesis (TSP) is a progressive inflammatory  process affecting the spinal cord that occurs as a result of HTLV 1. The use of  nonpharmacological approaches has always been one of the treatment strategies in  these patients, but disagreement about these interventions and their results has  led to the"
,,L6W2L3ZX,10.1016/j.psychres.2017.09.027,2018,Psychiatry research,Anorexia nervosa and childhood sexual abuse: Treatment outcomes of intensive enhanced cognitive behavioural therapy.,"Humans; Adolescent; Adult; Female; Young Adult; Male; Follow-Up Studies; Cognitive Behavioral Therapy/*methods; *Adult Survivors of Child Abuse; *Eating disorder; *Follow-up; *Inpatient treatment; *Outcome Assessment, Health Care; *Sex Offenses; *Social functioning; Anorexia Nervosa/*therapy","Sexual abuse has been widely studied as a risk factor in anorexia nervosa, but data on its influence on treatment outcomes are scarce. Hence, we compared short-  and long-term outcomes of inpatient enhanced cognitive-behavioural therapy  (CBT-E) in patients with anorexia nervosa who had and had not suffered sexual  abuse. Eighty-one patients were recruited, and body mass index (BMI), Eating  Disor"
,,ITLUA82W,10.1016/j.cgh.2020.12.028,2022,Clinical gastroenterology and hepatology : the official clinical practice journal of the American Gastroenterological Association,Main Duct Thresholds for Malignancy Are Different in Intraductal Papillary Mucinous Neoplasms of the Pancreatic Head and Body-Tail.,"Humans; Retrospective Studies; Magnetic Resonance Imaging; *Carcinoma, Pancreatic Ductal/pathology; *Pancreatic Neoplasms/pathology; Intraductal Papillary Mucinous Neoplasms; Main Pancreatic Duct.; Malignancy; Pancreas/diagnostic imaging/pathology; Pancreatic Ducts/diagnostic imaging/pathology",BACKGROUND & AIMS: The risk of malignancy is uncertain for intraductal papillary mucinous neoplasms (IPMNs) with main pancreatic duct (MPD) of 5-9 mm. No study  has correlated MPD size and malignancy considering the anatomic site of the gland  (head versus body-tail). Our aim was to analyze the significance of MPD in  pancreatic head/body-tail as a predictor of malignancy in main-duct/mixed IPMNs.
,,RLNW5PWY,10.1016/j.arthro.2025.01.037,2025,Arthroscopy : the journal of arthroscopic & related surgery : official publication of the Arthroscopy Association of North America and the International  Arthroscopy Association,Arthroscopic Reconstruction of the Anterior Talofibular Ligament and Calcaneofibular Ligament Using Allograft for Chronic Lateral Ankle Instability  Allows Patients to Successfully Return to Their Preinjury Sports Activities With  Excellent Clinical Outcome at Minimum 2-Year Follow-Up.,"Humans; Adult; Female; Young Adult; Male; Retrospective Studies; Middle Aged; Follow-Up Studies; Treatment Outcome; Allografts; Chronic Disease; *Ankle Joint/surgery; *Arthroscopy/methods; *Joint Instability/surgery; *Lateral Ligament, Ankle/surgery/injuries; *Plastic Surgery Procedures/methods; *Return to Sport/statistics & numerical data; Return to Work/statistics & numerical data","PURPOSE: To report and evaluate the time of return to work and sports of patients who underwent an anatomic arthroscopic reconstruction using allograft for chronic  lateral ankle instability (CLAI) through 2 portals, and to analyze the functional  results as well as the postoperative complications of the reconstruction surgery.  METHODS: We retrospectively reviewed patients who underwent allograft"
,,YXP3734D,10.1016/j.envres.2023.115214,2023,Environmental research,Spatiotemporal non-stationarity in green space and stress relationships: Recent evidence from South Korea.,Humans; COVID-19; Pandemics; Vegetation; *COVID-19/epidemiology; *Environmental Monitoring/methods; Forests; Geographically and temporally weighted regression; Panel regression; Perceived stress level; Republic of Korea/epidemiology,"A growing body of literature has linked exposure to ""green space"" (vegetation-rich areas) and other forms of nature to mental health.  Exposure-outcome associations at regional or national scales can overlook local  associations that define how geographically distinct populations may experience  nature differently. Large-scale results might downplay the importance of lived  experiences and heterog"
,,YUSQKYRA,10.1016/j.cbpc.2023.109630,2023,Comparative biochemistry and physiology. Toxicology & pharmacology : CBP,Protective effects of 24-epibrassinolide against the 6-OHDA zebrafish model of Parkinson's disease.,"Animals; Parkinson's disease; *Parkinson Disease/drug therapy; 6-OHDA; Behaviour; Brassinosteroids/pharmacology; Epibrassinolide; Oxidative stress; Oxidative Stress; Oxidopamine/toxicity; Steroids, Heterocyclic; Zebrafish; Zebrafish/metabolism","The molecular processes behind Parkinson's disease (PD) remain under debate although mitochondrial oxidative stress generation has been proposed as a  fundamental contributor. In this context, different brassinosteroids have shown  neuroprotective action hampering oxidative stress. This study determined the  effects of 24-Epibrassinolide (24-EPI) against 6-hydroxydopamine- (6-OHDA-)  induced toxic"
,,QY4B5TUU,10.1016/j.phro.2024.100592,2024,Physics and imaging in radiation oncology,Interobserver variation in tumor delineation of liver metastases using Magnetic Resonance Imaging.,GTV; Interobserver variation (IOV); Liver metastases; MRI; Quality assurance (QA); Tumor delineation,"BACKGROUND AND PURPOSE: Magnetic Resonance Imaging (MRI) guided stereotactic body radiotherapy (SBRT) of liver metastases is an upcoming high-precision  non-invasive treatment. Interobserver variation (IOV) in tumor delineation,  however, remains a relevant uncertainty for planning target volume (PTV) margins.  The aims of this study were to quantify IOV in MRI-based delineation of the gross  tumo"
Y,,GZTNJ5YW,10.1063/1.2336209,2006,The Journal of chemical physics,"Cooperative effects, strengths of hydrogen bonds, and intermolecular interactions in circular cis, trans-cyclotriazane clusters (n = 3-8).",,"Based on Becke's three parameter functional [J. Chem. Phys. 98, 5648 (1993)] of density functional theory (DFT) with the correlation of Lee-Yang-Parr [Phys. Rev.  B 37, 785 (1988)] (DFT/B3LYP), the natural bond orbital (NBO) analysis, the  Bader's theory of atoms in molecule (AIM), our calculations indicate that as  cluster size (n) increases, the n-dependent cooperative changes in the lengths of "
,,PCTKCWTZ,10.1677/joe-10-0217,2010,The Journal of endocrinology,Prenatal androgen exposure programs metabolic dysfunction in female mice.,Mice; Animals; Aging; Female; Pregnancy; Adipocytes/cytology/drug effects; Androgens/*metabolism/*pharmacology; Body Composition/drug effects; Calcium/metabolism; Dihydrotestosterone/*pharmacology; Glucose Intolerance/chemically induced; Insulin/metabolism; Islets of Langerhans/drug effects/metabolism; Polycystic Ovary Syndrome/*chemically induced; Prenatal Exposure Delayed Effects/*chemically induced,"Polycystic ovary syndrome (PCOS) is a common fertility disorder with metabolic sequelae. Our laboratory previously characterized reproductive phenotypes in a  prenatally androgenized (PNA) mouse model for PCOS. PNA mice exhibited elevated  testosterone and LH levels, irregular estrous cycles, and neuroendocrine  abnormalities suggesting increased central drive to the reproductive system. In  this "
Y,,IIFWZ55R,10.1093/evolut/qpaf045,2025,Evolution; international journal of organic evolution,The evolution of suppressed recombination between sex chromosomes and the lengths of evolutionary strata.,"Animals; Female; Male; Selection, Genetic; *Biological Evolution; *Chromosome Inversion; *Evolution, Molecular; *Recombination, Genetic; *Sex Chromosomes/genetics; chromosomal inversions; evolutionary strata; Models, Genetic; recombination; sex chromosomes; sexual antagonism","The idea that sex-differences in selection drive the evolution of suppressed recombination between sex chromosomes is well-developed in population genetics.  Yet, despite a now classic body of theory, empirical evidence that sexually  antagonistic (SA) selection drives the evolution of recombination arrest remains  equivocal and alternative hypotheses underdeveloped. Here, we investigate whether  "
,,YNM49PZZ,10.1109/embc53108.2024.10782643,2024,Annual International Conference of the IEEE Engineering in Medicine and Biology Society. IEEE Engineering in Medicine and Biology Society. Annual International  Conference,Heart-Carotid Pulse Wave Velocity for Non-invasive Vascular Stiffness Assessment: A Feasibility Study.,Humans; Adult; Female; Male; Middle Aged; Feasibility Studies; *Carotid Arteries/physiology; *Pulse Wave Analysis/methods; *Vascular Stiffness/physiology; Photoplethysmography,"Carotid-femoral pulse wave velocity (cfPWV) is one of the established markers of aortic arterial stiffness with proven predictive capability for adverse  cardiovascular events. Despite a large body of clinical evidence, cfPWV is not  routinely assessed in clinical practice nor used for ambulatory or  self-monitoring, as it requires access to the femoral site, which leads to poor  subject complianc"
Y,,5XK4BTL8,10.1161/strokeaha.116.015957,2017,Stroke,"PAIS 2 (Paracetamol [Acetaminophen] in Stroke 2): Results of a Randomized, Double-Blind Placebo-Controlled Clinical Trial.","Humans; therapy; stroke; Female; Male; Aged; Middle Aged; Aged, 80 and over; Double-Blind Method; *Outcome Assessment, Health Care; acetaminophen; Acetaminophen/administration & dosage/*pharmacology; Antipyretics/administration & dosage/*pharmacology; body temperature; Brain Ischemia/*complications; Cerebral Hemorrhage/*complications; Fever/*drug therapy/etiology; Stroke/complications/*drug therapy/etiology; treatment outcome","BACKGROUND AND PURPOSE: Subfebrile body temperature and fever in the first days after stroke are strongly associated with unfavorable outcome. A subgroup  analysis of a previous trial suggested that early treatment with paracetamol may  improve functional outcome in patients with acute stroke and a body temperature  of ≥36.5°C. In the present trial, we aimed to confirm this finding. METHODS: PAIS "
,,Y8C8DUY3,10.1038/s41538-024-00272-z,2024,NPJ science of food,Food fraud threats in UK post-harvest seafood supply chains; an assessment of current vulnerabilities.,,"Seafood fraud is commonly reported on food fraud databases and deceptive practices are highlighted by numerous studies, with impacts on the economy,  health and marine conservation. Food fraud assessments are a widely accepted  fraud mitigation and prevention activity undertaken to identify possible points  of deception within a supply chain. This study aims to understand the food fraud  vulnerabi"
,,AUYJ7JBN,,1989,ASAIO transactions,"Post to predialysis plasma urea nitrogen ratio, ultrafiltration and weight to estimate K.t/V. Use in auditing the amount of dialysis being administered.","Humans; Models, Theoretical; Body Weight/*physiology; *Blood Urea Nitrogen; Blood Volume/physiology; Hemofiltration/*methods; Kidney Failure, Chronic/*blood; Renal Dialysis/*methods","The formula -In (R - 0.03 - UF/W), where R is the ratio of the postdialysis to predialysis plasma urea nitrogen level, UF the ultrafiltrate volume per session,  and W the postdialysis weight, has been shown by us to estimate K.t/V accurately.  We audited the amount of dialysis being administered in a moderate size  outpatient unit in which urea kinetic modeling was not being done and in which 4  h"
